Image,Entropy(bits),Avg_Gradient,time/frame
0560_dehazed.png,7.5181,49.6359,0.0218
0561_dehazed.png,7.5188,49.6359,0.0202
0562_dehazed.png,7.518,49.6206,0.0260
0563_dehazed.png,7.5189,49.6265,0.0200
0564_dehazed.png,7.5186,49.6278,0.0295
0565_dehazed.png,7.5259,49.7675,0.0266
0566_dehazed.png,7.5217,49.7192,0.0287
0567_dehazed.png,7.5223,49.7015,0.0242
0568_dehazed.png,7.5221,49.6967,0.0201
0569_dehazed.png,7.522,49.6959,0.0190
0570_dehazed.png,7.5222,49.7011,0.0263
0571_dehazed.png,7.5223,49.7,0.0190
0572_dehazed.png,7.5211,49.7025,0.0227
0573_dehazed.png,7.5214,49.694,0.0227
0574_dehazed.png,7.521,49.6992,0.0243
0575_dehazed.png,7.5214,49.6925,0.0255
0576_dehazed.png,7.5209,49.6796,0.0288
0577_dehazed.png,7.525,49.819,0.0257
0578_dehazed.png,7.5216,49.7673,0.0255
0579_dehazed.png,7.522,49.7274,0.0196
0580_dehazed.png,7.5217,49.727,0.0250
0581_dehazed.png,7.5216,49.7369,0.0277
0582_dehazed.png,7.5213,49.7333,0.0246
0583_dehazed.png,7.5208,49.744,0.0279
0584_dehazed.png,7.5208,49.7564,0.0193
0585_dehazed.png,7.5204,49.7555,0.0274
0586_dehazed.png,7.5207,49.7647,0.0250
0587_dehazed.png,7.5202,49.7602,0.0258
0588_dehazed.png,7.5196,49.7602,0.0230
0589_dehazed.png,7.5258,49.8775,0.0302
0590_dehazed.png,7.5207,49.819,0.0259
0591_dehazed.png,7.52,49.7958,0.0247
0592_dehazed.png,7.5203,49.7775,0.0256
0593_dehazed.png,7.5197,49.7773,0.0269
0594_dehazed.png,7.5181,49.7818,0.0230
0595_dehazed.png,7.5174,49.7873,0.0297
0596_dehazed.png,7.5161,49.7875,0.0254
0597_dehazed.png,7.516,49.8063,0.0252
0598_dehazed.png,7.5159,49.5667,0.0203
0599_dehazed.png,7.5489,48.4873,0.0193
0600_dehazed.png,7.548,48.3141,0.0275
0601_dehazed.png,7.5619,47.4002,0.0257
0602_dehazed.png,7.5563,47.3731,0.0236
0603_dehazed.png,7.5563,47.3983,0.0242
0604_dehazed.png,7.5554,47.4389,0.0234
0605_dehazed.png,7.5563,47.4874,0.0202
0606_dehazed.png,7.5556,47.5455,0.0299
0607_dehazed.png,7.5553,47.58,0.0218
0608_dehazed.png,7.556,47.6284,0.0262
0609_dehazed.png,7.5563,47.6954,0.0227
0610_dehazed.png,7.5565,47.7712,0.0261
0611_dehazed.png,7.5576,47.8353,0.0277
0612_dehazed.png,7.5577,47.9057,0.0282
0613_dehazed.png,7.5691,48.871,0.0264
0614_dehazed.png,7.5631,48.8518,0.0250
0615_dehazed.png,7.5635,48.8883,0.0219
0616_dehazed.png,7.563,48.9201,0.0291
0617_dehazed.png,7.5625,48.9763,0.0230
0618_dehazed.png,7.5627,49.0383,0.0237
0619_dehazed.png,7.5627,49.103,0.0252
0620_dehazed.png,7.5625,49.166,0.0268
0621_dehazed.png,7.5626,49.2447,0.0200
0622_dehazed.png,7.5627,49.3111,0.0217
0623_dehazed.png,7.5628,49.3623,0.0245
0624_dehazed.png,7.5628,49.4256,0.0284
0625_dehazed.png,7.5753,50.4351,0.0195
0626_dehazed.png,7.571,50.3881,0.0259
0627_dehazed.png,7.5708,50.4024,0.0263
0628_dehazed.png,7.5695,50.4302,0.0255
0629_dehazed.png,7.5695,50.4406,0.0262
0630_dehazed.png,7.5692,50.4419,0.0237
0631_dehazed.png,7.5686,50.4574,0.0289
0632_dehazed.png,7.5682,50.4763,0.0273
0633_dehazed.png,7.5685,50.4974,0.0212
0634_dehazed.png,7.5679,50.533,0.0272
0635_dehazed.png,7.5686,50.5566,0.0302
0636_dehazed.png,7.5679,50.592,0.0245
0637_dehazed.png,7.5773,51.3262,0.0196
0638_dehazed.png,7.5727,51.2831,0.0276
0639_dehazed.png,7.5726,51.2673,0.0207
0640_dehazed.png,7.5717,51.2806,0.0209
0641_dehazed.png,7.5718,51.2904,0.0263
0642_dehazed.png,7.571,51.2912,0.0203
0643_dehazed.png,7.5712,51.3077,0.0204
0644_dehazed.png,7.5712,51.3203,0.0300
0645_dehazed.png,7.5711,51.3325,0.0290
0646_dehazed.png,7.5706,51.3558,0.0203
0647_dehazed.png,7.5705,51.357,0.0261
0648_dehazed.png,7.5704,51.3955,0.0245
0649_dehazed.png,7.5793,51.9158,0.0211
0650_dehazed.png,7.5737,51.8707,0.0267
0651_dehazed.png,7.572,52.0356,0.0232
0652_dehazed.png,7.5702,52.0176,0.0290
0653_dehazed.png,7.5699,51.987,0.0301
0654_dehazed.png,7.5687,51.9697,0.0210
0655_dehazed.png,7.5688,51.9767,0.0262
0656_dehazed.png,7.5682,51.9887,0.0237
0657_dehazed.png,7.5684,51.9974,0.0286
0658_dehazed.png,7.5684,52,0.0202
0659_dehazed.png,7.5682,52.0129,0.0251
0660_dehazed.png,7.5684,52.0372,0.0212
0661_dehazed.png,7.5773,52.4593,0.0244
0662_dehazed.png,7.5723,52.4207,0.0217
0663_dehazed.png,7.5724,52.4149,0.0203
0664_dehazed.png,7.5727,52.4362,0.0246
0665_dehazed.png,7.5728,52.4381,0.0240
0666_dehazed.png,7.5728,52.4472,0.0265
0667_dehazed.png,7.5735,52.4757,0.0234
0668_dehazed.png,7.573,52.4745,0.0209
0669_dehazed.png,7.5727,52.4727,0.0190
0670_dehazed.png,7.5727,52.478,0.0247
0671_dehazed.png,7.5725,52.4793,0.0247
0672_dehazed.png,7.5723,52.4874,0.0203
0673_dehazed.png,7.58,52.7627,0.0221
0674_dehazed.png,7.5746,52.7058,0.0285
0675_dehazed.png,7.5741,52.689,0.0200
0676_dehazed.png,7.5736,52.6835,0.0229
0677_dehazed.png,7.5738,52.6767,0.0264
0678_dehazed.png,7.5738,52.6706,0.0287
0679_dehazed.png,7.5737,52.6751,0.0263
0680_dehazed.png,7.5735,52.6773,0.0232
0681_dehazed.png,7.5737,52.6903,0.0266
0682_dehazed.png,7.5735,52.7092,0.0280
0683_dehazed.png,7.5738,52.7153,0.0262
0684_dehazed.png,7.574,52.7163,0.0251
0685_dehazed.png,7.581,52.9095,0.0196
0686_dehazed.png,7.5752,52.8807,0.0212
0687_dehazed.png,7.5743,52.8657,0.0297
0688_dehazed.png,7.573,52.8566,0.0234
0689_dehazed.png,7.5723,52.8764,0.0267
0690_dehazed.png,7.5711,52.8752,0.0189
0691_dehazed.png,7.5712,52.8656,0.0277
0692_dehazed.png,7.5698,52.8555,0.0261
0693_dehazed.png,7.5698,52.8676,0.0228
0694_dehazed.png,7.5691,52.8767,0.0206
0695_dehazed.png,7.5693,52.8881,0.0208
0696_dehazed.png,7.5679,52.8982,0.0287
0697_dehazed.png,7.5768,53.0559,0.0250
0698_dehazed.png,7.5721,53.0221,0.0267
0699_dehazed.png,7.5723,53.0449,0.0201
0700_dehazed.png,7.5714,53.0697,0.0276
0701_dehazed.png,7.5699,52.9911,0.0201
0702_dehazed.png,7.5672,53.005,0.0200
0703_dehazed.png,7.5663,53.0198,0.0200
0704_dehazed.png,7.5645,53.0018,0.0252
0705_dehazed.png,7.5632,53.014,0.0241
0706_dehazed.png,7.561,53.0084,0.0223
0707_dehazed.png,7.5591,53.0063,0.0199
0708_dehazed.png,7.5575,52.9812,0.0265
0709_dehazed.png,7.5623,52.9662,0.0298
0710_dehazed.png,7.5556,52.8667,0.0277
0711_dehazed.png,7.5542,52.9045,0.0272
0712_dehazed.png,7.5532,52.9093,0.0215
0713_dehazed.png,7.5522,52.9185,0.0298
0714_dehazed.png,7.5507,52.9364,0.0230
0715_dehazed.png,7.5499,52.9249,0.0264
0716_dehazed.png,7.5485,52.8989,0.0282
0717_dehazed.png,7.5479,52.8655,0.0270
0718_dehazed.png,7.548,52.8449,0.0264
0719_dehazed.png,7.5463,52.8283,0.0286
0720_dehazed.png,7.5455,52.8044,0.0194
0721_dehazed.png,7.5547,52.9754,0.0193
0722_dehazed.png,7.55,52.9374,0.0204
0723_dehazed.png,7.5489,52.9249,0.0232
0724_dehazed.png,7.5483,52.9526,0.0271
0725_dehazed.png,7.549,53.0244,0.0275
0726_dehazed.png,7.5497,53.048,0.0203
0727_dehazed.png,7.5494,53.0661,0.0203
0728_dehazed.png,7.5495,53.0805,0.0204
0729_dehazed.png,7.5489,53.0845,0.0253
0730_dehazed.png,7.549,53.0927,0.0294
0731_dehazed.png,7.5493,53.0898,0.0200
0732_dehazed.png,7.5496,53.0849,0.0254
0733_dehazed.png,7.5574,53.3077,0.0257
0734_dehazed.png,7.5531,53.2674,0.0247
0735_dehazed.png,7.5536,53.2574,0.0240
0736_dehazed.png,7.553,53.261,0.0219
0737_dehazed.png,7.5544,53.2691,0.0298
0738_dehazed.png,7.5536,53.2729,0.0267
0739_dehazed.png,7.5543,53.2576,0.0193
0740_dehazed.png,7.5545,53.2641,0.0235
0741_dehazed.png,7.5545,53.2613,0.0208
0742_dehazed.png,7.555,53.264,0.0277
0743_dehazed.png,7.5552,53.2615,0.0237
0744_dehazed.png,7.5558,53.2698,0.0239
0745_dehazed.png,7.5621,53.3876,0.0237
0746_dehazed.png,7.5576,53.3381,0.0258
0747_dehazed.png,7.5569,53.3112,0.0261
0748_dehazed.png,7.5551,53.2962,0.0293
0749_dehazed.png,7.5545,53.3082,0.0266
0750_dehazed.png,7.5532,53.2833,0.0267
0751_dehazed.png,7.5527,53.2081,0.0296
0752_dehazed.png,7.5511,53.1978,0.0195
0753_dehazed.png,7.5509,53.1925,0.0221
0754_dehazed.png,7.55,53.1949,0.0273
0755_dehazed.png,7.5502,53.1966,0.0222
0756_dehazed.png,7.5509,53.216,0.0292
0757_dehazed.png,7.5611,53.1893,0.0243
0758_dehazed.png,7.5562,53.1486,0.0298
0759_dehazed.png,7.5556,53.1107,0.0222
0760_dehazed.png,7.5542,53.1075,0.0198
0761_dehazed.png,7.5539,53.1067,0.0290
0762_dehazed.png,7.5541,53.1101,0.0195
0763_dehazed.png,7.5545,53.1102,0.0219
0764_dehazed.png,7.5537,53.1194,0.0273
0765_dehazed.png,7.5539,53.1191,0.0215
0766_dehazed.png,7.5538,53.1437,0.0250
0767_dehazed.png,7.555,53.1753,0.0246
0768_dehazed.png,7.5547,53.1928,0.0285
0769_dehazed.png,7.5626,53.3948,0.0291
0770_dehazed.png,7.5591,53.3433,0.0224
0771_dehazed.png,7.5579,53.3088,0.0286
0772_dehazed.png,7.5566,53.307,0.0207
0773_dehazed.png,7.557,53.3006,0.0192
0774_dehazed.png,7.5567,53.2952,0.0283
0775_dehazed.png,7.5561,53.2732,0.0199
0776_dehazed.png,7.556,53.2719,0.0278
0777_dehazed.png,7.5561,53.2747,0.0271
0778_dehazed.png,7.5559,53.2663,0.0222
0779_dehazed.png,7.5563,53.2767,0.0220
0780_dehazed.png,7.5554,53.2795,0.0194
0781_dehazed.png,7.5615,53.3659,0.0207
0782_dehazed.png,7.557,53.3099,0.0274
0783_dehazed.png,7.5573,53.2907,0.0261
0784_dehazed.png,7.557,53.2904,0.0239
0785_dehazed.png,7.5578,53.2829,0.0250
0786_dehazed.png,7.5574,53.2732,0.0251
0787_dehazed.png,7.5579,53.2781,0.0254
0788_dehazed.png,7.557,53.2848,0.0231
0789_dehazed.png,7.557,53.2901,0.0213
0790_dehazed.png,7.5572,53.2926,0.0276
0791_dehazed.png,7.5575,53.2912,0.0248
0792_dehazed.png,7.5572,53.2982,0.0299
0793_dehazed.png,7.5639,53.423,0.0274
0794_dehazed.png,7.5604,53.3903,0.0233
0795_dehazed.png,7.5604,53.3689,0.0288
0796_dehazed.png,7.5594,53.365,0.0287
0797_dehazed.png,7.5602,53.3818,0.0269
0798_dehazed.png,7.5601,53.3865,0.0289
0799_dehazed.png,7.5603,53.3845,0.0190
0800_dehazed.png,7.5608,53.3852,0.0223
0801_dehazed.png,7.5605,53.2745,0.0263
0802_dehazed.png,7.5597,53.2553,0.0296
0803_dehazed.png,7.5596,53.2504,0.0264
0804_dehazed.png,7.5598,53.2589,0.0263
0805_dehazed.png,7.5654,53.1636,0.0301
0806_dehazed.png,7.5631,53.1111,0.0262
0807_dehazed.png,7.5625,53.1038,0.0253
0808_dehazed.png,7.5624,53.1095,0.0269
0809_dehazed.png,7.5629,53.1269,0.0195
0810_dehazed.png,7.5629,53.1294,0.0215
0811_dehazed.png,7.5634,53.1396,0.0193
0812_dehazed.png,7.5635,53.1325,0.0268
0813_dehazed.png,7.5644,53.1441,0.0233
0814_dehazed.png,7.5642,53.1354,0.0206
0815_dehazed.png,7.564,53.1355,0.0220
0816_dehazed.png,7.5643,53.1466,0.0285
0817_dehazed.png,7.5706,53.3161,0.0250
0818_dehazed.png,7.5679,53.2602,0.0297
0819_dehazed.png,7.5674,53.2312,0.0251
0820_dehazed.png,7.5677,53.2126,0.0196
0821_dehazed.png,7.5675,53.2266,0.0274
0822_dehazed.png,7.5672,53.2214,0.0208
0823_dehazed.png,7.5675,53.2266,0.0243
0824_dehazed.png,7.5674,53.2212,0.0239
0825_dehazed.png,7.5675,53.2394,0.0282
0826_dehazed.png,7.567,53.2328,0.0272
0827_dehazed.png,7.5664,53.2246,0.0270
0828_dehazed.png,7.5659,53.2151,0.0237
0829_dehazed.png,7.5703,53.3071,0.0222
0830_dehazed.png,7.5677,53.2703,0.0249
0831_dehazed.png,7.5669,53.2559,0.0225
0832_dehazed.png,7.5661,53.2623,0.0198
0833_dehazed.png,7.5662,53.2463,0.0234
0834_dehazed.png,7.5657,53.2483,0.0213
0835_dehazed.png,7.5659,53.2504,0.0210
0836_dehazed.png,7.5659,53.2552,0.0241
0837_dehazed.png,7.5656,53.2403,0.0199
0838_dehazed.png,7.5645,53.2446,0.0244
0839_dehazed.png,7.5642,53.234,0.0300
0840_dehazed.png,7.5643,53.2224,0.0250
0841_dehazed.png,7.5708,53.3133,0.0277
0842_dehazed.png,7.5661,53.2563,0.0202
0843_dehazed.png,7.5649,53.2515,0.0284
0844_dehazed.png,7.5642,53.2317,0.0243
0845_dehazed.png,7.5645,53.2414,0.0279
0846_dehazed.png,7.5647,53.276,0.0252
0847_dehazed.png,7.5645,53.3249,0.0289
0848_dehazed.png,7.5648,53.3031,0.0203
0849_dehazed.png,7.5662,53.1496,0.0269
0850_dehazed.png,7.5675,53.0045,0.0255
0851_dehazed.png,7.5653,52.4338,0.0273
0852_dehazed.png,7.5675,52.3409,0.0259
0853_dehazed.png,7.5712,51.8569,0.0238
0854_dehazed.png,7.5687,51.6911,0.0233
0855_dehazed.png,7.5698,51.4757,0.0232
0856_dehazed.png,7.569,51.3009,0.0270
0857_dehazed.png,7.5696,50.973,0.0256
0858_dehazed.png,7.5686,50.7233,0.0279
0859_dehazed.png,7.567,50.6486,0.0235
0860_dehazed.png,7.5668,50.7491,0.0257
0861_dehazed.png,7.5674,50.7943,0.0190
0862_dehazed.png,7.5675,50.8701,0.0227
0863_dehazed.png,7.5675,50.7819,0.0229
0864_dehazed.png,7.5661,50.8051,0.0268
0865_dehazed.png,7.57,50.56,0.0196
0866_dehazed.png,7.5643,50.4825,0.0246
0867_dehazed.png,7.5623,50.4745,0.0223
0868_dehazed.png,7.5618,50.2535,0.0248
0869_dehazed.png,7.5598,50.0964,0.0235
0870_dehazed.png,7.5596,49.9715,0.0289
0871_dehazed.png,7.56,49.9128,0.0274
0872_dehazed.png,7.5595,49.7448,0.0192
0873_dehazed.png,7.56,49.7936,0.0272
0874_dehazed.png,7.5593,49.8392,0.0197
0875_dehazed.png,7.5606,49.8294,0.0234
0876_dehazed.png,7.5618,49.8738,0.0228
0877_dehazed.png,7.5696,50.0463,0.0274
0878_dehazed.png,7.5682,50.1814,0.0294
0879_dehazed.png,7.5699,50.326,0.0254
0880_dehazed.png,7.5665,50.5108,0.0250
0881_dehazed.png,7.5662,50.5866,0.0298
0882_dehazed.png,7.5585,50.514,0.0254
0883_dehazed.png,7.5555,50.5461,0.0213
0884_dehazed.png,7.5494,50.5741,0.0250
0885_dehazed.png,7.5474,50.6597,0.0217
0886_dehazed.png,7.5431,50.6135,0.0209
0887_dehazed.png,7.5413,50.6605,0.0189
0888_dehazed.png,7.5377,50.616,0.0249
0889_dehazed.png,7.5463,51.0155,0.0233
0890_dehazed.png,7.5314,50.8305,0.0292
0891_dehazed.png,7.5265,50.9384,0.0209
0892_dehazed.png,7.5249,51.2833,0.0257
0893_dehazed.png,7.524,51.4487,0.0255
0894_dehazed.png,7.5223,51.6378,0.0243
0895_dehazed.png,7.5217,51.8265,0.0199
0896_dehazed.png,7.5205,51.882,0.0290
0897_dehazed.png,7.5196,52.0735,0.0230
0898_dehazed.png,7.5202,52.167,0.0289
0899_dehazed.png,7.5197,52.2601,0.0243
0900_dehazed.png,7.5241,52.3395,0.0253
0901_dehazed.png,7.5396,53.6712,0.0202
0902_dehazed.png,7.5335,53.6775,0.0267
0903_dehazed.png,7.5366,53.6217,0.0299
0904_dehazed.png,7.5369,53.479,0.0198
0905_dehazed.png,7.5367,53.4764,0.0203
0906_dehazed.png,7.5333,53.4454,0.0258
0907_dehazed.png,7.5307,53.3748,0.0267
0908_dehazed.png,7.5296,53.3383,0.0276
0909_dehazed.png,7.5284,53.4016,0.0274
0910_dehazed.png,7.5265,53.4728,0.0283
0911_dehazed.png,7.5261,53.5071,0.0266
0912_dehazed.png,7.5258,53.5589,0.0239
0913_dehazed.png,7.534,53.8269,0.0283
0914_dehazed.png,7.5233,53.783,0.0287
0915_dehazed.png,7.5198,53.8654,0.0253
0916_dehazed.png,7.5166,53.8969,0.0259
0917_dehazed.png,7.5144,53.904,0.0277
0918_dehazed.png,7.5137,53.8838,0.0220
0919_dehazed.png,7.5127,53.848,0.0242
0920_dehazed.png,7.5109,53.8399,0.0206
0921_dehazed.png,7.5121,53.8599,0.0285
0922_dehazed.png,7.5122,53.8875,0.0224
0923_dehazed.png,7.5106,53.9027,0.0211
0924_dehazed.png,7.5129,53.883,0.0228
0925_dehazed.png,7.5261,54.1091,0.0194
0926_dehazed.png,7.5149,54.0408,0.0226
0927_dehazed.png,7.5132,53.9849,0.0239
0928_dehazed.png,7.5116,53.9491,0.0206
0929_dehazed.png,7.5115,53.8835,0.0252
0930_dehazed.png,7.5135,53.7641,0.0270
0931_dehazed.png,7.5161,53.6928,0.0251
0932_dehazed.png,7.5175,53.6625,0.0238
0933_dehazed.png,7.5178,53.652,0.0225
0934_dehazed.png,7.5199,53.6809,0.0283
0935_dehazed.png,7.5193,53.7256,0.0231
0936_dehazed.png,7.5193,53.7096,0.0229
0937_dehazed.png,7.5295,53.8323,0.0263
0938_dehazed.png,7.5197,53.7439,0.0189
0939_dehazed.png,7.5181,53.7083,0.0245
0940_dehazed.png,7.5185,53.7108,0.0192
0941_dehazed.png,7.5172,53.7081,0.0252
0942_dehazed.png,7.5159,53.725,0.0212
0943_dehazed.png,7.5168,53.7335,0.0251
0944_dehazed.png,7.515,53.7389,0.0236
0945_dehazed.png,7.5164,53.7507,0.0227
0946_dehazed.png,7.5163,53.7856,0.0272
0947_dehazed.png,7.5155,53.814,0.0297
0948_dehazed.png,7.5135,53.8649,0.0230
0949_dehazed.png,7.5213,54.0874,0.0237
0950_dehazed.png,7.5102,54.0422,0.0200
0951_dehazed.png,7.5047,54.0181,0.0254
0952_dehazed.png,7.5024,53.9235,0.0236
0953_dehazed.png,7.5042,53.9551,0.0225
0954_dehazed.png,7.5046,53.98,0.0267
0955_dehazed.png,7.5067,54.0056,0.0224
0956_dehazed.png,7.5086,54.0246,0.0193
0957_dehazed.png,7.5115,54.0537,0.0219
0958_dehazed.png,7.5141,54.1128,0.0293
0959_dehazed.png,7.5167,54.1631,0.0209
0960_dehazed.png,7.518,54.2002,0.0228
0961_dehazed.png,7.5311,54.435,0.0256
0962_dehazed.png,7.523,54.3863,0.0256
0963_dehazed.png,7.5234,54.3769,0.0243
0964_dehazed.png,7.5228,54.4126,0.0256
0965_dehazed.png,7.5227,54.4303,0.0275
0966_dehazed.png,7.5234,54.4356,0.0219
0967_dehazed.png,7.5242,54.4565,0.0289
0968_dehazed.png,7.5255,54.4743,0.0268
0969_dehazed.png,7.5249,54.4955,0.0200
0970_dehazed.png,7.5252,54.5096,0.0264
0971_dehazed.png,7.5264,54.5164,0.0266
0972_dehazed.png,7.5266,54.524,0.0264
0973_dehazed.png,7.5381,54.8048,0.0278
0974_dehazed.png,7.5301,54.7425,0.0251
0975_dehazed.png,7.5295,54.7391,0.0216
0976_dehazed.png,7.5297,54.7412,0.0229
0977_dehazed.png,7.5296,54.7127,0.0248
0978_dehazed.png,7.5301,54.7049,0.0268
0979_dehazed.png,7.5297,54.6796,0.0193
0980_dehazed.png,7.5291,54.6873,0.0247
0981_dehazed.png,7.5285,54.6842,0.0214
0982_dehazed.png,7.5258,54.7131,0.0230
0983_dehazed.png,7.527,54.7279,0.0285
0984_dehazed.png,7.5263,54.7564,0.0245
0985_dehazed.png,7.5356,54.8645,0.0299
0986_dehazed.png,7.5233,54.7534,0.0218
0987_dehazed.png,7.5212,54.7115,0.0229
0988_dehazed.png,7.5194,54.6842,0.0241
0989_dehazed.png,7.5176,54.6491,0.0219
0990_dehazed.png,7.5175,54.6581,0.0293
0991_dehazed.png,7.5181,54.5945,0.0256
0992_dehazed.png,7.516,54.582,0.0267
0993_dehazed.png,7.5186,54.5665,0.0254
0994_dehazed.png,7.5192,54.4696,0.0276
0995_dehazed.png,7.5199,54.4253,0.0203
0996_dehazed.png,7.5202,54.4808,0.0276
0997_dehazed.png,7.5308,54.5338,0.0267
0998_dehazed.png,7.522,54.4409,0.0233
0999_dehazed.png,7.5207,54.3612,0.0286
1000_dehazed.png,7.5197,54.3272,0.0270
1001_dehazed.png,7.5173,54.1415,0.0199
1002_dehazed.png,7.5177,54.1098,0.0228
1003_dehazed.png,7.5181,54.13,0.0233
1004_dehazed.png,7.5169,54.1168,0.0219
1005_dehazed.png,7.5163,54.1457,0.0299
1006_dehazed.png,7.5151,54.15,0.0240
1007_dehazed.png,7.5154,54.144,0.0226
1008_dehazed.png,7.5159,54.1355,0.0276
1009_dehazed.png,7.5306,54.0563,0.0302
1010_dehazed.png,7.5206,53.983,0.0299
1011_dehazed.png,7.5206,53.9201,0.0241
1012_dehazed.png,7.5194,53.863,0.0216
1013_dehazed.png,7.5202,53.7933,0.0211
1014_dehazed.png,7.5186,53.6717,0.0203
1015_dehazed.png,7.5176,53.6072,0.0195
1016_dehazed.png,7.5162,53.6511,0.0274
1017_dehazed.png,7.5152,53.673,0.0247
1018_dehazed.png,7.5134,53.7188,0.0215
1019_dehazed.png,7.5121,53.664,0.0233
1020_dehazed.png,7.514,53.7528,0.0218
1021_dehazed.png,7.5257,53.8893,0.0300
1022_dehazed.png,7.5198,53.8562,0.0282
1023_dehazed.png,7.5223,53.851,0.0191
1024_dehazed.png,7.5248,53.7771,0.0285
1025_dehazed.png,7.527,53.7351,0.0263
1026_dehazed.png,7.5308,53.7026,0.0272
1027_dehazed.png,7.5346,53.7597,0.0223
1028_dehazed.png,7.5379,53.8176,0.0227
1029_dehazed.png,7.5417,53.9017,0.0273
1030_dehazed.png,7.5453,54.0241,0.0286
1031_dehazed.png,7.5507,54.2224,0.0266
1032_dehazed.png,7.5569,54.2302,0.0242
1033_dehazed.png,7.5684,54.1629,0.0260
1034_dehazed.png,7.566,54.1092,0.0266
1035_dehazed.png,7.574,54.16,0.0296
1036_dehazed.png,7.5786,54.1715,0.0258
1037_dehazed.png,7.5846,54.2111,0.0294
1038_dehazed.png,7.589,54.2427,0.0216
1039_dehazed.png,7.5928,54.3405,0.0260
1040_dehazed.png,7.5981,54.402,0.0208
1041_dehazed.png,7.6016,54.3283,0.0275
1042_dehazed.png,7.6019,54.2931,0.0249
1043_dehazed.png,7.6046,54.2741,0.0248
1044_dehazed.png,7.6075,54.4011,0.0273
1045_dehazed.png,7.6139,54.6587,0.0227
1046_dehazed.png,7.606,54.499,0.0218
1047_dehazed.png,7.6061,54.4922,0.0270
1048_dehazed.png,7.6061,54.411,0.0189
1049_dehazed.png,7.6073,54.3556,0.0265
1050_dehazed.png,7.6076,54.2352,0.0246
1051_dehazed.png,7.6062,54.003,0.0233
1052_dehazed.png,7.6067,54.0191,0.0285
1053_dehazed.png,7.6059,54.078,0.0221
1054_dehazed.png,7.6078,54.121,0.0275
1055_dehazed.png,7.6087,54.1668,0.0221
1056_dehazed.png,7.6081,54.2064,0.0203
1057_dehazed.png,7.6192,54.3678,0.0273
1058_dehazed.png,7.6165,54.4109,0.0234
1059_dehazed.png,7.6167,54.4615,0.0293
1060_dehazed.png,7.615,54.333,0.0211
1061_dehazed.png,7.6157,54.4353,0.0272
1062_dehazed.png,7.615,54.4848,0.0248
1063_dehazed.png,7.6147,54.498,0.0206
1064_dehazed.png,7.6143,54.484,0.0285
1065_dehazed.png,7.6167,54.5371,0.0287
1066_dehazed.png,7.6162,54.5668,0.0211
1067_dehazed.png,7.6158,54.5863,0.0212
1068_dehazed.png,7.616,54.5553,0.0280
1069_dehazed.png,7.6222,54.6098,0.0202
1070_dehazed.png,7.6155,54.5503,0.0258
1071_dehazed.png,7.6145,54.6034,0.0274
1072_dehazed.png,7.615,54.6297,0.0290
1073_dehazed.png,7.6152,54.6589,0.0277
1074_dehazed.png,7.6158,54.718,0.0214
1075_dehazed.png,7.6148,54.6451,0.0277
1076_dehazed.png,7.6145,54.5827,0.0284
1077_dehazed.png,7.6124,54.5477,0.0209
1078_dehazed.png,7.6128,54.5689,0.0273
1079_dehazed.png,7.6131,54.5734,0.0255
1080_dehazed.png,7.6151,54.5917,0.0228
1081_dehazed.png,7.6236,54.7596,0.0264
1082_dehazed.png,7.6185,54.6789,0.0242
1083_dehazed.png,7.6174,54.6444,0.0297
1084_dehazed.png,7.6177,54.6608,0.0228
1085_dehazed.png,7.6197,54.6742,0.0219
1086_dehazed.png,7.6212,54.7044,0.0253
1087_dehazed.png,7.6222,54.723,0.0201
1088_dehazed.png,7.6224,54.7128,0.0233
1089_dehazed.png,7.6243,54.7511,0.0274
1090_dehazed.png,7.6242,54.7761,0.0242
1091_dehazed.png,7.6253,54.8275,0.0249
1092_dehazed.png,7.6267,54.8692,0.0206
1093_dehazed.png,7.6374,55.0798,0.0204
1094_dehazed.png,7.636,55.0808,0.0292
1095_dehazed.png,7.6362,55.123,0.0257
1096_dehazed.png,7.6376,55.1387,0.0214
1097_dehazed.png,7.6379,55.1369,0.0283
1098_dehazed.png,7.6377,55.1672,0.0292
1099_dehazed.png,7.6381,55.2012,0.0209
1100_dehazed.png,7.6385,55.2251,0.0282
1101_dehazed.png,7.6376,54.9705,0.0256
1102_dehazed.png,7.637,54.9945,0.0192
1103_dehazed.png,7.6372,55.026,0.0191
1104_dehazed.png,7.6374,55.0555,0.0227
1105_dehazed.png,7.6444,55.0714,0.0277
1106_dehazed.png,7.6405,55.0394,0.0225
1107_dehazed.png,7.64,55.047,0.0251
1108_dehazed.png,7.64,55.0387,0.0282
1109_dehazed.png,7.6412,55.0755,0.0243
1110_dehazed.png,7.6409,55.0958,0.0207
1111_dehazed.png,7.6405,55.1259,0.0226
1112_dehazed.png,7.6399,55.1347,0.0215
1113_dehazed.png,7.6392,55.1259,0.0276
1114_dehazed.png,7.6387,55.1466,0.0228
1115_dehazed.png,7.6382,55.2234,0.0213
1116_dehazed.png,7.638,55.2571,0.0247
1117_dehazed.png,7.6443,55.5106,0.0268
1118_dehazed.png,7.6378,55.4362,0.0205
1119_dehazed.png,7.6365,55.4072,0.0260
1120_dehazed.png,7.6351,55.4072,0.0277
1121_dehazed.png,7.6352,55.4064,0.0191
1122_dehazed.png,7.6361,55.4384,0.0226
1123_dehazed.png,7.6362,55.4589,0.0250
