Image,Entropy(bits),Avg_Gradient,time/frame
1124_dehazed.png,7.6381,55.5168,0.0201
1125_dehazed.png,7.6364,55.5781,0.0199
1126_dehazed.png,7.6368,55.6083,0.0246
1127_dehazed.png,7.6375,55.6525,0.0246
1128_dehazed.png,7.6374,55.6694,0.0249
1129_dehazed.png,7.6431,55.8869,0.0213
1130_dehazed.png,7.6369,55.8417,0.0203
1131_dehazed.png,7.6359,55.8181,0.0259
1132_dehazed.png,7.6361,55.8302,0.0280
1133_dehazed.png,7.6362,55.8263,0.0260
1134_dehazed.png,7.6373,55.813,0.0229
1135_dehazed.png,7.6378,55.7822,0.0297
1136_dehazed.png,7.6398,55.7238,0.0262
1137_dehazed.png,7.6402,55.6794,0.0287
1138_dehazed.png,7.642,55.5978,0.0235
1139_dehazed.png,7.6434,55.5241,0.0201
1140_dehazed.png,7.645,55.4794,0.0233
1141_dehazed.png,7.6537,55.5373,0.0208
1142_dehazed.png,7.6508,55.4817,0.0280
1143_dehazed.png,7.6524,55.5032,0.0227
1144_dehazed.png,7.6526,55.4235,0.0265
1145_dehazed.png,7.6538,55.4068,0.0243
1146_dehazed.png,7.6531,55.3881,0.0201
1147_dehazed.png,7.6519,55.3416,0.0196
1148_dehazed.png,7.6513,55.3053,0.0221
1149_dehazed.png,7.6505,55.3029,0.0203
1150_dehazed.png,7.6508,55.3568,0.0286
1151_dehazed.png,7.6513,55.0439,0.0261
1152_dehazed.png,7.6506,55.1304,0.0209
1153_dehazed.png,7.6581,54.9517,0.0214
1154_dehazed.png,7.6562,54.8791,0.0199
1155_dehazed.png,7.6544,54.8418,0.0235
1156_dehazed.png,7.6538,54.8043,0.0284
1157_dehazed.png,7.654,54.7744,0.0240
1158_dehazed.png,7.6537,54.7334,0.0192
1159_dehazed.png,7.6553,54.7266,0.0204
1160_dehazed.png,7.6562,54.7047,0.0285
1161_dehazed.png,7.6532,54.9144,0.0262
1162_dehazed.png,7.652,55.0653,0.0224
1163_dehazed.png,7.6525,54.9962,0.0284
1164_dehazed.png,7.655,54.9125,0.0291
1165_dehazed.png,7.6632,54.9915,0.0282
1166_dehazed.png,7.662,54.8806,0.0264
1167_dehazed.png,7.6605,54.8913,0.0252
1168_dehazed.png,7.6605,54.8334,0.0275
1169_dehazed.png,7.6591,54.696,0.0223
1170_dehazed.png,7.6585,54.6938,0.0226
1171_dehazed.png,7.6571,54.6955,0.0200
1172_dehazed.png,7.6593,54.6561,0.0243
1173_dehazed.png,7.6605,54.6286,0.0292
1174_dehazed.png,7.6636,54.5482,0.0296
1175_dehazed.png,7.6645,54.3746,0.0228
1176_dehazed.png,7.666,53.9213,0.0274
1177_dehazed.png,7.6724,53.8094,0.0225
1178_dehazed.png,7.6755,53.7587,0.0212
1179_dehazed.png,7.6783,53.6736,0.0248
1180_dehazed.png,7.6821,53.6393,0.0205
1181_dehazed.png,7.6838,53.5477,0.0269
1182_dehazed.png,7.6869,53.5056,0.0261
1183_dehazed.png,7.6895,53.4448,0.0295
1184_dehazed.png,7.6899,53.255,0.0243
1185_dehazed.png,7.6901,53.0315,0.0243
1186_dehazed.png,7.6906,52.966,0.0194
1187_dehazed.png,7.692,52.9356,0.0252
1188_dehazed.png,7.6922,52.8271,0.0247
1189_dehazed.png,7.6966,52.9015,0.0204
1190_dehazed.png,7.6956,52.8189,0.0283
1191_dehazed.png,7.6987,52.9824,0.0198
1192_dehazed.png,7.7016,52.9289,0.0284
1193_dehazed.png,7.7028,52.818,0.0275
1194_dehazed.png,7.7021,52.7361,0.0211
1195_dehazed.png,7.7024,52.6166,0.0243
1196_dehazed.png,7.7029,52.5451,0.0231
1197_dehazed.png,7.7013,52.5219,0.0261
1198_dehazed.png,7.6998,52.305,0.0201
1199_dehazed.png,7.6991,52.28,0.0208
1200_dehazed.png,7.6996,52.2388,0.0299
1201_dehazed.png,7.6996,51.9088,0.0277
1202_dehazed.png,7.6933,51.7668,0.0205
1203_dehazed.png,7.6914,51.6694,0.0261
1204_dehazed.png,7.691,51.4706,0.0276
1205_dehazed.png,7.6895,51.4217,0.0243
1206_dehazed.png,7.6898,51.3159,0.0201
1207_dehazed.png,7.6896,51.2947,0.0295
1208_dehazed.png,7.6899,51.3732,0.0300
1209_dehazed.png,7.6889,51.3952,0.0248
1210_dehazed.png,7.6892,51.4356,0.0245
1211_dehazed.png,7.6905,51.4855,0.0275
1212_dehazed.png,7.69,51.5388,0.0236
1213_dehazed.png,7.6962,51.8922,0.0255
1214_dehazed.png,7.6909,51.8584,0.0271
1215_dehazed.png,7.6894,51.9023,0.0197
1216_dehazed.png,7.6905,51.9327,0.0243
1217_dehazed.png,7.6912,51.9879,0.0251
1218_dehazed.png,7.6919,52.0419,0.0214
1219_dehazed.png,7.6924,52.0856,0.0267
1220_dehazed.png,7.6941,52.1217,0.0302
1221_dehazed.png,7.6963,52.1563,0.0231
1222_dehazed.png,7.6967,52.1299,0.0223
1223_dehazed.png,7.6967,52.0813,0.0270
1224_dehazed.png,7.6964,51.9885,0.0283
1225_dehazed.png,7.7047,52.1821,0.0251
1226_dehazed.png,7.7026,52.1276,0.0209
1227_dehazed.png,7.7036,52.1445,0.0215
1228_dehazed.png,7.7064,52.2127,0.0246
1229_dehazed.png,7.7101,52.0254,0.0229
1230_dehazed.png,7.71,51.9924,0.0255
1231_dehazed.png,7.712,52.0882,0.0296
1232_dehazed.png,7.7144,52.2643,0.0292
1233_dehazed.png,7.7152,52.2701,0.0215
1234_dehazed.png,7.7141,52.2695,0.0234
1235_dehazed.png,7.7145,52.2853,0.0242
1236_dehazed.png,7.7155,52.3085,0.0223
1237_dehazed.png,7.7213,52.4415,0.0197
1238_dehazed.png,7.7178,52.3435,0.0236
1239_dehazed.png,7.7154,52.3389,0.0204
1240_dehazed.png,7.7167,52.2696,0.0279
1241_dehazed.png,7.7163,52.2868,0.0245
1242_dehazed.png,7.7162,52.2566,0.0258
1243_dehazed.png,7.7171,52.3407,0.0249
1244_dehazed.png,7.7171,52.4115,0.0244
1245_dehazed.png,7.7188,52.4218,0.0246
1246_dehazed.png,7.7189,52.3763,0.0242
1247_dehazed.png,7.7192,52.332,0.0243
1248_dehazed.png,7.7206,52.3716,0.0280
1249_dehazed.png,7.7253,52.605,0.0203
1250_dehazed.png,7.7225,52.5811,0.0280
1251_dehazed.png,7.7205,52.3492,0.0273
1252_dehazed.png,7.719,52.2843,0.0294
1253_dehazed.png,7.7204,52.2471,0.0250
1254_dehazed.png,7.7206,52.2725,0.0299
1255_dehazed.png,7.7204,52.2802,0.0301
1256_dehazed.png,7.7195,52.3035,0.0288
1257_dehazed.png,7.7198,52.3195,0.0190
1258_dehazed.png,7.7202,52.2879,0.0276
1259_dehazed.png,7.7187,52.1748,0.0191
1260_dehazed.png,7.717,52.0315,0.0232
1261_dehazed.png,7.7219,52.1194,0.0190
1262_dehazed.png,7.7172,52.0983,0.0226
1263_dehazed.png,7.7149,52.0942,0.0265
1264_dehazed.png,7.715,52.0522,0.0264
1265_dehazed.png,7.7142,51.9759,0.0286
1266_dehazed.png,7.7129,51.983,0.0207
1267_dehazed.png,7.7113,51.9875,0.0224
1268_dehazed.png,7.7104,52.0752,0.0264
1269_dehazed.png,7.7083,52.1339,0.0203
1270_dehazed.png,7.707,52.1737,0.0192
1271_dehazed.png,7.7077,52.2617,0.0293
1272_dehazed.png,7.7058,52.3694,0.0283
1273_dehazed.png,7.7093,52.7063,0.0247
1274_dehazed.png,7.7034,52.6699,0.0199
1275_dehazed.png,7.7007,52.605,0.0211
1276_dehazed.png,7.6979,52.5836,0.0240
1277_dehazed.png,7.6971,52.5828,0.0237
1278_dehazed.png,7.6952,52.6801,0.0206
1279_dehazed.png,7.6942,52.7752,0.0285
1280_dehazed.png,7.6931,52.8614,0.0265
1281_dehazed.png,7.6895,52.8786,0.0220
1282_dehazed.png,7.687,52.9234,0.0290
1283_dehazed.png,7.6836,52.9254,0.0296
1284_dehazed.png,7.6806,53.0729,0.0271
1285_dehazed.png,7.6845,53.4629,0.0210
1286_dehazed.png,7.6786,53.4842,0.0277
1287_dehazed.png,7.6759,53.6033,0.0195
1288_dehazed.png,7.6766,53.7034,0.0290
1289_dehazed.png,7.678,53.771,0.0277
1290_dehazed.png,7.68,53.8921,0.0254
1291_dehazed.png,7.6798,53.9503,0.0280
1292_dehazed.png,7.6777,53.915,0.0283
1293_dehazed.png,7.6756,53.9516,0.0288
1294_dehazed.png,7.6747,54.0033,0.0231
1295_dehazed.png,7.6743,54.0789,0.0212
1296_dehazed.png,7.675,54.0841,0.0276
1297_dehazed.png,7.6849,54.4496,0.0301
1298_dehazed.png,7.6804,54.3211,0.0293
1299_dehazed.png,7.6816,54.3126,0.0301
1300_dehazed.png,7.6853,54.2168,0.0231
1301_dehazed.png,7.6907,54.124,0.0262
1302_dehazed.png,7.6919,53.9169,0.0201
1303_dehazed.png,7.692,53.8374,0.0275
1304_dehazed.png,7.692,53.8554,0.0191
1305_dehazed.png,7.691,53.9306,0.0281
1306_dehazed.png,7.6912,54.0196,0.0285
1307_dehazed.png,7.6904,54.1121,0.0281
1308_dehazed.png,7.6887,54.1848,0.0215
1309_dehazed.png,7.6952,54.5736,0.0294
1310_dehazed.png,7.6868,54.5047,0.0270
1311_dehazed.png,7.6845,54.4933,0.0274
1312_dehazed.png,7.6826,54.503,0.0189
1313_dehazed.png,7.6805,54.4943,0.0212
1314_dehazed.png,7.6788,54.5345,0.0195
1315_dehazed.png,7.6743,54.591,0.0194
1316_dehazed.png,7.6734,54.7092,0.0276
1317_dehazed.png,7.6742,54.7753,0.0269
1318_dehazed.png,7.6743,54.7971,0.0257
1319_dehazed.png,7.6749,54.8235,0.0263
1320_dehazed.png,7.6751,54.8478,0.0256
1321_dehazed.png,7.6809,55.1064,0.0230
1322_dehazed.png,7.6751,55.0589,0.0235
1323_dehazed.png,7.6733,55.0376,0.0212
1324_dehazed.png,7.6765,55.0137,0.0294
1325_dehazed.png,7.6778,55.0101,0.0217
1326_dehazed.png,7.6781,54.9865,0.0203
1327_dehazed.png,7.6789,54.9714,0.0250
1328_dehazed.png,7.6793,54.9057,0.0270
1329_dehazed.png,7.6797,54.8637,0.0293
1330_dehazed.png,7.6811,54.8699,0.0277
1331_dehazed.png,7.6817,54.8885,0.0242
1332_dehazed.png,7.6841,54.8978,0.0263
1333_dehazed.png,7.6906,55.1605,0.0196
1334_dehazed.png,7.6857,55.0803,0.0266
1335_dehazed.png,7.6862,55.0642,0.0253
1336_dehazed.png,7.6867,55.0331,0.0282
1337_dehazed.png,7.6877,55.0273,0.0233
1338_dehazed.png,7.6881,55.0622,0.0261
1339_dehazed.png,7.6889,55.1144,0.0248
1340_dehazed.png,7.6902,55.133,0.0267
1341_dehazed.png,7.6919,55.1606,0.0239
1342_dehazed.png,7.6936,55.1728,0.0300
1343_dehazed.png,7.6953,55.1518,0.0268
1344_dehazed.png,7.697,55.1129,0.0276
1345_dehazed.png,7.7077,55.3267,0.0254
1346_dehazed.png,7.7044,55.2093,0.0241
1347_dehazed.png,7.7042,55.1097,0.0287
1348_dehazed.png,7.7054,55.0656,0.0194
1349_dehazed.png,7.7064,55.0895,0.0290
1350_dehazed.png,7.7071,55.0867,0.0198
1351_dehazed.png,7.7051,55.0217,0.0268
1352_dehazed.png,7.7039,55.0627,0.0189
1353_dehazed.png,7.7039,55.0927,0.0205
1354_dehazed.png,7.7043,55.1208,0.0232
1355_dehazed.png,7.7047,55.1683,0.0234
1356_dehazed.png,7.7034,55.2284,0.0259
1357_dehazed.png,7.7126,55.3573,0.0226
1358_dehazed.png,7.7073,55.2847,0.0200
1359_dehazed.png,7.7075,55.2528,0.0200
1360_dehazed.png,7.7066,55.2164,0.0225
1361_dehazed.png,7.7074,55.2733,0.0207
1362_dehazed.png,7.7089,55.3369,0.0300
1363_dehazed.png,7.7095,55.3612,0.0242
1364_dehazed.png,7.7084,55.3539,0.0295
1365_dehazed.png,7.7081,55.3564,0.0226
1366_dehazed.png,7.7071,55.3048,0.0246
1367_dehazed.png,7.7061,55.2315,0.0280
1368_dehazed.png,7.707,55.216,0.0223
1369_dehazed.png,7.7113,55.3667,0.0265
1370_dehazed.png,7.7082,55.3045,0.0257
1371_dehazed.png,7.7086,55.2437,0.0281
1372_dehazed.png,7.7105,55.2382,0.0206
1373_dehazed.png,7.7119,55.3348,0.0279
1374_dehazed.png,7.7107,55.3575,0.0241
1375_dehazed.png,7.7102,55.4364,0.0224
1376_dehazed.png,7.7092,55.4956,0.0253
1377_dehazed.png,7.7091,55.5232,0.0280
1378_dehazed.png,7.7075,55.5245,0.0192
1379_dehazed.png,7.7053,55.4846,0.0278
1380_dehazed.png,7.7045,55.467,0.0211
1381_dehazed.png,7.7104,55.5477,0.0223
1382_dehazed.png,7.7044,55.4883,0.0296
1383_dehazed.png,7.7045,55.4278,0.0224
1384_dehazed.png,7.7037,55.3851,0.0208
1385_dehazed.png,7.702,55.3308,0.0205
1386_dehazed.png,7.7025,55.2775,0.0240
1387_dehazed.png,7.7019,55.1894,0.0267
1388_dehazed.png,7.7034,55.1389,0.0205
1389_dehazed.png,7.7081,55.0612,0.0236
1390_dehazed.png,7.7095,54.9604,0.0260
1391_dehazed.png,7.7101,54.8724,0.0217
1392_dehazed.png,7.7121,54.6844,0.0218
1393_dehazed.png,7.7199,54.4951,0.0295
1394_dehazed.png,7.7159,54.3291,0.0199
1395_dehazed.png,7.7165,54.2762,0.0291
1396_dehazed.png,7.7177,54.2648,0.0264
1397_dehazed.png,7.7182,54.2164,0.0255
1398_dehazed.png,7.717,54.1669,0.0284
1399_dehazed.png,7.7205,54.1808,0.0262
1400_dehazed.png,7.7216,54.0254,0.0249
1401_dehazed.png,7.7194,53.6921,0.0251
1402_dehazed.png,7.7199,53.6597,0.0261
1403_dehazed.png,7.7197,53.5516,0.0228
1404_dehazed.png,7.7199,53.4519,0.0194
1405_dehazed.png,7.7283,53.318,0.0258
1406_dehazed.png,7.7246,53.2561,0.0251
1407_dehazed.png,7.7247,53.0315,0.0233
1408_dehazed.png,7.7275,52.9565,0.0271
1409_dehazed.png,7.7292,52.8142,0.0190
1410_dehazed.png,7.7319,52.7859,0.0222
1411_dehazed.png,7.7335,52.7177,0.0261
1412_dehazed.png,7.7341,52.695,0.0257
1413_dehazed.png,7.7355,52.6632,0.0211
1414_dehazed.png,7.7361,52.6652,0.0272
1415_dehazed.png,7.7377,52.7565,0.0204
1416_dehazed.png,7.7374,52.7291,0.0260
1417_dehazed.png,7.7418,52.724,0.0258
1418_dehazed.png,7.7371,52.639,0.0239
1419_dehazed.png,7.7358,52.5788,0.0255
1420_dehazed.png,7.736,52.5658,0.0281
1421_dehazed.png,7.7346,52.4962,0.0243
1422_dehazed.png,7.7342,52.4492,0.0204
1423_dehazed.png,7.7322,52.3423,0.0206
1424_dehazed.png,7.7314,52.2874,0.0243
1425_dehazed.png,7.7295,52.2279,0.0193
1426_dehazed.png,7.7279,52.0926,0.0253
1427_dehazed.png,7.7284,52.1084,0.0202
1428_dehazed.png,7.7301,52.312,0.0274
1429_dehazed.png,7.7356,52.6868,0.0208
1430_dehazed.png,7.7313,52.6904,0.0300
1431_dehazed.png,7.7305,52.7109,0.0231
1432_dehazed.png,7.7294,52.6945,0.0213
1433_dehazed.png,7.7301,52.7664,0.0214
1434_dehazed.png,7.7297,52.8146,0.0193
1435_dehazed.png,7.7283,52.9278,0.0273
1436_dehazed.png,7.7274,52.9796,0.0263
1437_dehazed.png,7.727,53.0825,0.0248
1438_dehazed.png,7.7271,53.5879,0.0272
1439_dehazed.png,7.7262,53.6793,0.0281
1440_dehazed.png,7.7265,53.7433,0.0238
1441_dehazed.png,7.7304,54.0637,0.0257
1442_dehazed.png,7.7246,54.0046,0.0253
1443_dehazed.png,7.7223,54.0214,0.0273
1444_dehazed.png,7.7184,54.032,0.0206
1445_dehazed.png,7.7164,53.9753,0.0239
1446_dehazed.png,7.7135,54.0194,0.0216
1447_dehazed.png,7.7129,53.7962,0.0228
1448_dehazed.png,7.7116,53.821,0.0264
1449_dehazed.png,7.7141,53.8599,0.0262
1450_dehazed.png,7.7161,53.927,0.0206
1451_dehazed.png,7.7154,54.1106,0.0214
1452_dehazed.png,7.7167,54.0766,0.0265
1453_dehazed.png,7.7291,54.1026,0.0286
1454_dehazed.png,7.7249,54.1222,0.0240
1455_dehazed.png,7.7254,54.2165,0.0224
1456_dehazed.png,7.7268,54.255,0.0199
1457_dehazed.png,7.7285,54.5753,0.0245
1458_dehazed.png,7.727,54.6311,0.0273
1459_dehazed.png,7.7244,54.6153,0.0244
1460_dehazed.png,7.7216,54.6847,0.0203
1461_dehazed.png,7.7189,54.7651,0.0297
1462_dehazed.png,7.7186,54.6968,0.0220
1463_dehazed.png,7.7184,54.5907,0.0243
1464_dehazed.png,7.718,54.5569,0.0300
1465_dehazed.png,7.7236,54.6913,0.0263
1466_dehazed.png,7.7193,54.4766,0.0227
1467_dehazed.png,7.7192,54.4497,0.0190
1468_dehazed.png,7.7201,54.4124,0.0298
1469_dehazed.png,7.7222,54.3533,0.0249
1470_dehazed.png,7.7262,54.353,0.0224
1471_dehazed.png,7.728,54.3513,0.0231
1472_dehazed.png,7.7303,54.311,0.0262
1473_dehazed.png,7.7324,54.3196,0.0204
1474_dehazed.png,7.7331,54.3395,0.0271
1475_dehazed.png,7.7336,54.307,0.0288
1476_dehazed.png,7.7348,54.2922,0.0234
1477_dehazed.png,7.7421,54.4083,0.0285
1478_dehazed.png,7.7331,53.7685,0.0241
1479_dehazed.png,7.7311,53.4037,0.0265
1480_dehazed.png,7.7294,53.1851,0.0292
1481_dehazed.png,7.7299,53.072,0.0297
1482_dehazed.png,7.7303,53.0394,0.0285
1483_dehazed.png,7.7286,53.0771,0.0221
1484_dehazed.png,7.7283,53.1166,0.0272
1485_dehazed.png,7.7284,53.1301,0.0225
1486_dehazed.png,7.7257,53.1467,0.0189
1487_dehazed.png,7.7247,53.2096,0.0262
1488_dehazed.png,7.7227,53.2758,0.0198
1489_dehazed.png,7.724,53.187,0.0297
1490_dehazed.png,7.718,53.1621,0.0284
1491_dehazed.png,7.7141,53.1633,0.0218
1492_dehazed.png,7.7145,53.1702,0.0231
1493_dehazed.png,7.7139,53.1615,0.0270
1494_dehazed.png,7.7131,53.0772,0.0279
1495_dehazed.png,7.7129,53.0381,0.0193
1496_dehazed.png,7.7133,53.0069,0.0210
1497_dehazed.png,7.7135,53.0276,0.0205
1498_dehazed.png,7.7148,53.029,0.0279
1499_dehazed.png,7.7167,53.0559,0.0229
1500_dehazed.png,7.7187,53.0759,0.0269
1501_dehazed.png,7.7175,52.6457,0.0194
1502_dehazed.png,7.7155,52.6164,0.0240
1503_dehazed.png,7.7159,52.589,0.0240
1504_dehazed.png,7.7179,52.6041,0.0263
1505_dehazed.png,7.7187,52.592,0.0208
1506_dehazed.png,7.7203,52.6391,0.0196
1507_dehazed.png,7.7207,52.6364,0.0280
1508_dehazed.png,7.7216,52.6432,0.0234
1509_dehazed.png,7.7223,52.6639,0.0202
1510_dehazed.png,7.7223,52.6947,0.0268
1511_dehazed.png,7.7232,52.7474,0.0204
1512_dehazed.png,7.724,52.7626,0.0284
1513_dehazed.png,7.7297,53.0304,0.0294
1514_dehazed.png,7.7257,53.0006,0.0235
1515_dehazed.png,7.7253,52.9697,0.0214
1516_dehazed.png,7.7253,52.9431,0.0210
1517_dehazed.png,7.7249,52.9008,0.0213
1518_dehazed.png,7.7256,52.8941,0.0287
1519_dehazed.png,7.7243,52.9089,0.0198
1520_dehazed.png,7.7249,52.9206,0.0196
1521_dehazed.png,7.7246,52.9497,0.0284
1522_dehazed.png,7.7241,52.9537,0.0261
1523_dehazed.png,7.7238,52.9564,0.0292
1524_dehazed.png,7.7232,52.9396,0.0245
1525_dehazed.png,7.7287,53.1752,0.0255
1526_dehazed.png,7.7242,53.1387,0.0249
1527_dehazed.png,7.7231,53.1049,0.0220
1528_dehazed.png,7.7216,53.0853,0.0216
1529_dehazed.png,7.7208,53.038,0.0201
1530_dehazed.png,7.7198,52.973,0.0260
1531_dehazed.png,7.7185,52.9441,0.0221
1532_dehazed.png,7.7183,52.9035,0.0209
1533_dehazed.png,7.7175,52.9031,0.0273
1534_dehazed.png,7.7164,52.9156,0.0211
1535_dehazed.png,7.7156,52.9485,0.0280
1536_dehazed.png,7.7157,52.932,0.0218
1537_dehazed.png,7.7225,53.131,0.0203
1538_dehazed.png,7.7192,53.0671,0.0285
1539_dehazed.png,7.7194,53.0755,0.0287
1540_dehazed.png,7.7195,53.0559,0.0191
1541_dehazed.png,7.7186,53.098,0.0210
1542_dehazed.png,7.7181,53.0144,0.0217
1543_dehazed.png,7.717,52.9966,0.0227
1544_dehazed.png,7.7164,53.0205,0.0277
1545_dehazed.png,7.7167,53.0359,0.0273
1546_dehazed.png,7.7162,53.0746,0.0203
1547_dehazed.png,7.7173,53.0747,0.0262
1548_dehazed.png,7.7196,53.0805,0.0230
1549_dehazed.png,7.7273,53.1294,0.0244
1550_dehazed.png,7.7264,53.0688,0.0248
1551_dehazed.png,7.7296,52.8551,0.0258
1552_dehazed.png,7.7313,52.7807,0.0195
1553_dehazed.png,7.7328,52.7865,0.0239
1554_dehazed.png,7.7329,52.6863,0.0195
1555_dehazed.png,7.734,52.6478,0.0219
1556_dehazed.png,7.7352,52.6025,0.0210
1557_dehazed.png,7.735,52.5688,0.0287
1558_dehazed.png,7.7348,52.5395,0.0276
1559_dehazed.png,7.7376,52.5298,0.0274
1560_dehazed.png,7.7372,52.4418,0.0239
1561_dehazed.png,7.7432,52.4586,0.0230
1562_dehazed.png,7.7373,52.3895,0.0288
1563_dehazed.png,7.7345,52.4109,0.0272
1564_dehazed.png,7.73,52.3988,0.0214
1565_dehazed.png,7.7246,52.4299,0.0214
1566_dehazed.png,7.7216,52.4745,0.0299
1567_dehazed.png,7.7182,52.5489,0.0228
1568_dehazed.png,7.7162,52.4792,0.0195
1569_dehazed.png,7.7152,52.4687,0.0269
1570_dehazed.png,7.7138,52.5323,0.0236
1571_dehazed.png,7.7146,52.5908,0.0250
1572_dehazed.png,7.7151,52.6099,0.0236
1573_dehazed.png,7.7214,52.8633,0.0248
1574_dehazed.png,7.7174,52.8441,0.0200
1575_dehazed.png,7.7158,52.8558,0.0263
1576_dehazed.png,7.7155,53.0548,0.0246
1577_dehazed.png,7.7157,53.1436,0.0291
1578_dehazed.png,7.7165,53.0429,0.0253
1579_dehazed.png,7.7162,52.9021,0.0256
1580_dehazed.png,7.7177,52.6812,0.0282
1581_dehazed.png,7.7177,52.5492,0.0244
1582_dehazed.png,7.7158,52.1854,0.0296
1583_dehazed.png,7.718,52.0791,0.0211
1584_dehazed.png,7.7183,52.0883,0.0289
1585_dehazed.png,7.7222,52.0217,0.0300
1586_dehazed.png,7.7197,51.8916,0.0277
1587_dehazed.png,7.7166,51.812,0.0277
1588_dehazed.png,7.7145,51.7593,0.0280
1589_dehazed.png,7.7124,51.6302,0.0260
1590_dehazed.png,7.7104,51.6348,0.0220
1591_dehazed.png,7.7084,51.6578,0.0289
1592_dehazed.png,7.7071,51.6761,0.0196
1593_dehazed.png,7.7078,51.8162,0.0235
1594_dehazed.png,7.7095,52.0909,0.0229
1595_dehazed.png,7.7087,52.0948,0.0191
1596_dehazed.png,7.71,52.0881,0.0216
1597_dehazed.png,7.7137,52.0484,0.0250
1598_dehazed.png,7.7108,51.9437,0.0279
1599_dehazed.png,7.709,51.816,0.0259
1600_dehazed.png,7.7092,51.6713,0.0214
1601_dehazed.png,7.7088,51.1117,0.0279
1602_dehazed.png,7.7086,50.9527,0.0262
1603_dehazed.png,7.7112,50.9861,0.0294
1604_dehazed.png,7.7124,51.0152,0.0196
1605_dehazed.png,7.7147,51.1016,0.0224
1606_dehazed.png,7.7125,50.97,0.0269
1607_dehazed.png,7.7109,50.8852,0.0225
1608_dehazed.png,7.7123,50.9004,0.0266
1609_dehazed.png,7.7171,50.8721,0.0232
1610_dehazed.png,7.7151,50.8207,0.0299
1611_dehazed.png,7.7151,50.7491,0.0248
1612_dehazed.png,7.7163,50.6453,0.0273
1613_dehazed.png,7.7133,50.554,0.0246
1614_dehazed.png,7.7123,50.5762,0.0279
1615_dehazed.png,7.7125,50.6135,0.0249
1616_dehazed.png,7.7133,50.4023,0.0235
1617_dehazed.png,7.7141,50.2679,0.0274
1618_dehazed.png,7.7138,50.165,0.0260
1619_dehazed.png,7.7136,50.1044,0.0297
1620_dehazed.png,7.7138,50.0631,0.0268
1621_dehazed.png,7.7135,49.9366,0.0191
1622_dehazed.png,7.7101,49.6981,0.0300
1623_dehazed.png,7.707,49.4524,0.0210
1624_dehazed.png,7.7087,49.4609,0.0220
1625_dehazed.png,7.7092,49.5659,0.0230
1626_dehazed.png,7.7083,49.6449,0.0221
1627_dehazed.png,7.7082,49.7062,0.0295
1628_dehazed.png,7.707,49.7437,0.0205
1629_dehazed.png,7.7062,49.6859,0.0209
1630_dehazed.png,7.7055,49.6796,0.0292
1631_dehazed.png,7.701,49.6714,0.0286
1632_dehazed.png,7.6995,49.7343,0.0290
1633_dehazed.png,7.6977,49.9513,0.0287
1634_dehazed.png,7.6903,50.0478,0.0271
1635_dehazed.png,7.688,50.0717,0.0262
1636_dehazed.png,7.6857,50.1237,0.0282
1637_dehazed.png,7.6837,50.1796,0.0219
1638_dehazed.png,7.6789,50.1168,0.0253
1639_dehazed.png,7.6736,50.0509,0.0214
1640_dehazed.png,7.6692,50.0569,0.0197
1641_dehazed.png,7.6667,50.11,0.0191
1642_dehazed.png,7.6664,50.2783,0.0276
1643_dehazed.png,7.6664,50.4222,0.0276
1644_dehazed.png,7.6627,50.4812,0.0230
1645_dehazed.png,7.6664,50.5949,0.0235
1646_dehazed.png,7.6528,50.5141,0.0273
1647_dehazed.png,7.6426,50.4841,0.0232
1648_dehazed.png,7.6368,50.5079,0.0237
1649_dehazed.png,7.6332,50.4793,0.0295
1650_dehazed.png,7.6312,50.4335,0.0194
1651_dehazed.png,7.6298,50.5104,0.0232
1652_dehazed.png,7.6236,50.2762,0.0219
1653_dehazed.png,7.6167,50.0238,0.0272
1654_dehazed.png,7.6077,49.8567,0.0208
1655_dehazed.png,7.6029,49.6523,0.0293
1656_dehazed.png,7.5979,49.5894,0.0262
1657_dehazed.png,7.5944,49.5373,0.0260
1658_dehazed.png,7.577,49.3582,0.0200
1659_dehazed.png,7.5697,49.4824,0.0286
1660_dehazed.png,7.57,49.3526,0.0281
1661_dehazed.png,7.5745,49.1873,0.0216
1662_dehazed.png,7.5763,48.9581,0.0274
1663_dehazed.png,7.5786,48.8197,0.0263
1664_dehazed.png,7.5858,48.706,0.0220
1665_dehazed.png,7.5824,48.6496,0.0210
1666_dehazed.png,7.5736,48.4512,0.0281
1667_dehazed.png,7.5607,48.0651,0.0294
1668_dehazed.png,7.5489,47.8275,0.0252
1669_dehazed.png,7.5516,47.7858,0.0217
1670_dehazed.png,7.5461,47.6849,0.0257
1671_dehazed.png,7.5387,47.4837,0.0267
1672_dehazed.png,7.5393,47.1332,0.0215
1673_dehazed.png,7.5676,46.6797,0.0288
1674_dehazed.png,7.5658,46.5194,0.0251
1675_dehazed.png,7.5682,46.4919,0.0193
1676_dehazed.png,7.5664,46.4223,0.0301
1677_dehazed.png,7.5666,46.4515,0.0286
1678_dehazed.png,7.5657,46.5449,0.0207
1679_dehazed.png,7.5665,46.5968,0.0265
1680_dehazed.png,7.5668,46.6849,0.0195
1681_dehazed.png,7.5793,47.0445,0.0204
1682_dehazed.png,7.5697,47.064,0.0263
1683_dehazed.png,7.5689,47.1154,0.0203
1684_dehazed.png,7.5688,47.2017,0.0197
1685_dehazed.png,7.57,47.3062,0.0212
